ordem,latitude,longitude,datahora,velocidade,linha,datahoraenvio,datahoraservidor,momento_extracao
B71047,"-22,95009","-43,17827",1780399258000,51,457,1780399298000,1780399326000,2026-06-02 09:21:55
B71040,"-22,90212","-43,28038",1780399291000,15,247,1780399298000,1780399326000,2026-06-02 09:21:55
B71016,"-22,89576","-43,29508",1780399291000,27,239,1780399298000,1780399326000,2026-06-02 09:21:55
B71052,"-22,91495","-43,2237",1780399262000,12,LECD132,1780399298000,1780399326000,2026-06-02 09:21:55
B71047,"-22,95098","-43,181",1780399283000,36,457,1780399298000,1780399326000,2026-06-02 09:21:55
B71052,"-22,9141","-43,22468",1780399292000,24,LECD132,1780399298000,1780399326000,2026-06-02 09:21:55
B71035,"-22,90453","-43,2429",1780399276000,14,457,1780399298000,1780399326000,2026-06-02 09:21:55
B71047,"-22,9507","-43,18126",1780399287000,32,457,1780399298000,1780399326000,2026-06-02 09:21:55
B71079,"-22,91107","-43,21067",1780399292000,19,457,1780399298000,1780399326000,2026-06-02 09:21:55
B71043,"-22,91408","-43,22794",1780399292000,0,457,1780399298000,1780399326000,2026-06-02 09:21:55
B71033,"-22,90117","-43,24934",1780399290000,44,455,1780399298000,1780399326000,2026-06-02 09:21:55
B71049,"-22,92137","-43,21974",1780399292000,16,239,1780399298000,1780399326000,2026-06-02 09:21:55
B71026,"-22,92202","-43,24714",1780399293000,14,238,1780399298000,1780399326000,2026-06-02 09:21:55
B71013,"-22,90392","-43,26019",1780399293000,2,247,1780399298000,1780399326000,2026-06-02 09:21:55
B71022,"-22,91344","-43,19063",1780399293000,15,238,1780399298000,1780399326000,2026-06-02 09:21:55
B71065,"-22,90154","-43,18035",1780399294000,6,455,1780399298000,1780399326000,2026-06-02 09:21:55
B71001,"-22,90423","-43,18784",1780399296000,1,247,1780399298000,1780399326000,2026-06-02 09:21:55
B71040,"-22,9023","-43,28024",1780399296000,11,247,1780399298000,1780399326000,2026-06-02 09:21:55
B71053,"-22,89091","-43,28156",1780399296000,12,457,1780399298000,1780399326000,2026-06-02 09:21:55
D86324,"-22,90156","-43,55563",1780399290000,0,864,1780399298000,1780399326000,2026-06-02 09:21:55
D86132,"-22,90252","-43,56042",1780399291000,0,837,1780399298000,1780399326000,2026-06-02 09:21:55
D86221,"-22,9038","-43,56668",1780399290000,16,867,1780399298000,1780399326000,2026-06-02 09:21:55
D86230,"-22,96705","-43,58962",1780399291000,33,SV853,1780399298000,1780399326000,2026-06-02 09:21:55
D86369,"-22,87948","-43,4554",1780399291000,22,883,1780399298000,1780399326000,2026-06-02 09:21:55
D86110,"-22,84087","-43,31517",1780399291000,0,918,1780399298000,1780399326000,2026-06-02 09:21:55
D86047,"-22,99353","-43,59749",1780399292000,0,872,1780399298000,1780399326000,2026-06-02 09:21:55
D86049,"-22,90915","-43,56458",1780399292000,16,867,1780399298000,1780399326000,2026-06-02 09:21:55
D86127,"-22,92242","-43,56462",1780399292000,22,856,1780399298000,1780399326000,2026-06-02 09:21:55
D86275,"-22,83772","-43,29028",1780399292000,0,918,1780399298000,1780399326000,2026-06-02 09:21:55
D86094,"-22,97766","-43,67431",1780399293000,0,871,1780399298000,1780399326000,2026-06-02 09:21:55
D86288,"-22,85366","-43,3833",1780399293000,18,855,1780399298000,1780399326000,2026-06-02 09:21:55
D86205,"-22,88501","-43,4027",1780399292000,0,864,1780399298000,1780399326000,2026-06-02 09:21:55
D86171,"-22,99624","-43,62445",1780399293000,0,857,1780399298000,1780399326000,2026-06-02 09:21:55
D86286,"-22,9258","-43,57126",1780399293000,5,855,1780399298000,1780399326000,2026-06-02 09:21:55
D86762,"-22,99226","-43,59413",1780399293000,38,2803,1780399298000,1780399326000,2026-06-02 09:21:55
D86026,"-22,86343","-43,2569",1780399293000,0,918,1780399298000,1780399326000,2026-06-02 09:21:55
D86174,"-22,9441","-43,57726",1780399293000,33,867,1780399298000,1780399326000,2026-06-02 09:21:55
D86114,"-22,96159","-43,60934",1780399292000,18,884,1780399298000,1780399326000,2026-06-02 09:21:55
D86156,"-22,87947","-43,50474",1780399292000,35,802,1780399298000,1780399326000,2026-06-02 09:21:55
D86361,"-22,96816","-43,61947",1780399293000,50,857,1780399298000,1780399326000,2026-06-02 09:21:55
D86181,"-22,94433","-43,56138",1780399292000,31,854,1780399298000,1780399326000,2026-06-02 09:21:55
D86226,"-22,98258","-43,58865",1780399293000,57,SV853,1780399298000,1780399326000,2026-06-02 09:21:55
D86116,"-22,88273","-43,49543",1780399293000,50,SP864,1780399298000,1780399326000,2026-06-02 09:21:55
D86085,"-22,92656","-43,5533",1780399294000,11,820,1780399298000,1780399326000,2026-06-02 09:21:55
D86073,"-22,91967","-43,56146",1780399293000,9,834,1780399298000,1780399326000,2026-06-02 09:21:55
D86336,"-22,88321","-43,49464",1780399293000,51,864,1780399298000,1780399326000,2026-06-02 09:21:55
D86726,"-23,01959","-43,48861",1780399293000,42,2803,1780399298000,1780399326000,2026-06-02 09:21:55
D86307,"-22,98247","-43,66265",1780399294000,27,884,1780399298000,1780399326000,2026-06-02 09:21:55
D86728,"-23,00182","-43,42188",1780399294000,55,2803,1780399298000,1780399326000,2026-06-02 09:21:55
D86300,"-22,86063","-43,25783",1780399293000,16,918,1780399298000,1780399326000,2026-06-02 09:21:55
D86192,"-22,92002","-43,5513",1780399293000,0,845,1780399298000,1780399326000,2026-06-02 09:21:55
D86758,"-22,90882","-43,56462",1780399294000,0,2803,1780399298000,1780399326000,2026-06-02 09:21:55
D86772,"-23,01127","-43,45308",1780399295000,22,2338,1780399298000,1780399326000,2026-06-02 09:21:55
D86009,"-22,88312","-43,4895",1780399295000,0,SP864,1780399298000,1780399326000,2026-06-02 09:21:55
D86244,"-22,90148","-43,55567",1780399293000,37,867,1780399298000,1780399326000,2026-06-02 09:21:55
D86347,"-22,89441","-43,53188",1780399293000,0,855,1780399298000,1780399326000,2026-06-02 09:21:55
D86045,"-22,955","-43,64947",1780399293000,55,897,1780399298000,1780399326000,2026-06-02 09:21:55
D86350,"-22,87738","-43,44437",1780399293000,48,864,1780399298000,1780399326000,2026-06-02 09:21:55
D86750,"-23,00068","-43,3922",1780399295000,0,2803,1780399298000,1780399326000,2026-06-02 09:21:55
B25615,"-22,89954","-43,21131",1780399287000,5,SV606,1780399298000,1780399303000,2026-06-02 09:21:55
B25554,"-22,90291","-43,18476",1780399288000,5,249,1780399298000,1780399303000,2026-06-02 09:21:55
B25534,"-22,91501","-43,24176",1780399287000,16,232,1780399298000,1780399303000,2026-06-02 09:21:55
B25504,"-22,91637","-43,23842",1780399288000,14,232,1780399298000,1780399303000,2026-06-02 09:21:55
B25502,"-22,91018","-43,23265",1780399289000,11,232,1780399298000,1780399303000,2026-06-02 09:21:55
B25614,"-22,89578","-43,29393",1780399288000,0,SV606,1780399298000,1780399303000,2026-06-02 09:21:55
B25586,"-22,92922","-43,24335",1780399290000,0,606,1780399298000,1780399303000,2026-06-02 09:21:55
B25578,"-22,90524","-43,29194",1780399288000,22,606,1780399298000,1780399303000,2026-06-02 09:21:55
B25522,"-22,90843","-43,27942",1780399289000,37,232,1780399298000,1780399303000,2026-06-02 09:21:55
B25532,"-22,91402","-43,23727",1780399285000,18,232,1780399298000,1780399303000,2026-06-02 09:21:55
B25552,"-22,9142","-43,17787",1780399289000,0,249,1780399298000,1780399303000,2026-06-02 09:21:55
B25530,"-22,90066","-43,2903",1780399290000,0,232,1780399298000,1780399303000,2026-06-02 09:21:55
B25535,"-22,89927","-43,21114",1780399289000,8,606,1780399298000,1780399303000,2026-06-02 09:21:55
B25510,"-22,91615","-43,25142",1780399289000,23,232,1780399298000,1780399303000,2026-06-02 09:21:55
B25568,"-22,90204","-43,25405",1780399289000,42,249,1780399298000,1780399303000,2026-06-02 09:21:55
B25616,"-22,9099","-43,28298",1780399289000,17,SV606,1780399298000,1780399303000,2026-06-02 09:21:55
B25591,"-22,89573","-43,29423",1780399289000,0,606,1780399298000,1780399303000,2026-06-02 09:21:55
B25562,"-22,90593","-43,30924",1780399291000,25,249,1780399298000,1780399303000,2026-06-02 09:21:55
B25521,"-22,9032","-43,1752",1780399291000,21,232,1780399298000,1780399303000,2026-06-02 09:21:55
B25523,"-22,90973","-43,2936",1780399291000,27,232,1780399298000,1780399303000,2026-06-02 09:21:55
B25585,"-22,92448","-43,23312",1780399289000,15,606,1780399298000,1780399303000,2026-06-02 09:21:55
B25598,"-22,92077","-43,22773",1780399292000,22,606,1780399298000,1780399303000,2026-06-02 09:21:55
B25616,"-22,90991","-43,28308",1780399291000,17,SV606,1780399298000,1780399303000,2026-06-02 09:21:55
B25600,"-22,90928","-43,16969",1780399291000,6,232,1780399298000,1780399303000,2026-06-02 09:21:55
B25590,"-22,90503","-43,29373",1780399291000,0,606,1780399298000,1780399303000,2026-06-02 09:21:55
B25583,"-22,92099","-43,22795",1780399293000,0,606,1780399298000,1780399303000,2026-06-02 09:21:55
B25592,"-22,92004","-43,222",1780399232000,22,606,1780399298000,1780399303000,2026-06-02 09:21:55
B25592,"-22,91872","-43,22057",1780399262000,8,606,1780399298000,1780399303000,2026-06-02 09:21:55
B25575,"-22,90534","-43,2929",1780399292000,6,606,1780399298000,1780399303000,2026-06-02 09:21:55
B25516,"-22,90433","-43,18767",1780399293000,4,232,1780399298000,1780399303000,2026-06-02 09:21:55
B25592,"-22,91869","-43,22056",1780399292000,0,606,1780399298000,1780399303000,2026-06-02 09:21:55
D33369,"-22,88209","-43,32917",1780399292000,23,746,1780399298000,1780399302000,2026-06-02 09:21:55
D33194,"-22,88103","-43,32999",1780399292000,0,790,1780399298000,1780399302000,2026-06-02 09:21:55
D33235,"-22,87481","-43,44998",1780399292000,33,926,1780399298000,1780399302000,2026-06-02 09:21:55
D33161,"-22,94081","-43,67448",1780399293000,42,804,1780399298000,1780399302000,2026-06-02 09:21:55
D33257,"-22,83704","-43,29345",1780399290000,23,926,1780399298000,1780399302000,2026-06-02 09:21:55
D33327,"-22,89117","-43,42087",1780399292000,34,794,1780399298000,1780399302000,2026-06-02 09:21:55
D33062,"-22,85231","-43,39045",1780399293000,26,798,1780399298000,1780399302000,2026-06-02 09:21:55
D33038,"-22,8937","-43,47348",1780399292000,0,745,1780399298000,1780399302000,2026-06-02 09:21:55
D33121,"-22,85311","-43,39393",1780399292000,13,753,1780399298000,1780399302000,2026-06-02 09:21:55
D33138,"-22,84813","-43,54447",1780399292000,0,812,1780399298000,1780399302000,2026-06-02 09:21:55
D33103,"-22,86085","-43,53309",1780399294000,0,753,1780399298000,1780399302000,2026-06-02 09:21:55
D33338,"-22,87839","-43,41588",1780399292000,35,383,1780399298000,1780399302000,2026-06-02 09:21:55
D33299,"-22,85229","-43,39025",1780399293000,28,771,1780399298000,1780399302000,2026-06-02 09:21:55
D33055,"-22,88142","-43,37062",1780399292000,0,794,1780399298000,1780399302000,2026-06-02 09:21:55
D33258,"-22,89","-43,44767",1780399292000,22,794,1780399298000,1780399302000,2026-06-02 09:21:55
D33247,"-22,87299","-43,55311",1780399293000,39,796,1780399298000,1780399302000,2026-06-02 09:21:55
D33041,"-22,83492","-43,34101",1780399293000,48,770,1780399298000,1780399302000,2026-06-02 09:21:55
D33074,"-22,87536","-43,44429",1780399294000,27,926,1780399298000,1780399302000,2026-06-02 09:21:55
D33332,"-22,87007","-43,41123",1780399293000,37,926,1780399298000,1780399302000,2026-06-02 09:21:55
D33248,"-22,85533","-43,38386",1780399292000,26,926,1780399298000,1780399302000,2026-06-02 09:21:55
D33099,"-22,87369","-43,60836",1780399294000,68,756,1780399298000,1780399302000,2026-06-02 09:21:55
D33256,"-22,84205","-43,27655",1780399293000,16,926,1780399298000,1780399302000,2026-06-02 09:21:55
B27061,"-22,91681","-43,2416",1780399283000,0,639,1780399298000,1780399305000,2026-06-02 09:21:55
B27087,"-22,90454","-43,21758",1780399287000,29,277,1780399298000,1780399305000,2026-06-02 09:21:55
C27173,"-22,92313","-43,23674",1780399288000,0,639,1780399298000,1780399305000,2026-06-02 09:21:55
B27001,"-22,84549","-43,31222",1780399288000,39,629,1780399298000,1780399305000,2026-06-02 09:21:55
D33256,"-22,84205","-43,27655",1780399293000,16,926,1780399298000,1780399333000,2026-06-02 09:21:55
B27222,"-22,85396","-43,31293",1780399289000,0,LECD144,1780399299000,1780399305000,2026-06-02 09:21:55
B27136,"-22,87129","-43,25383",1780399289000,27,630,1780399299000,1780399305000,2026-06-02 09:21:55
B27133,"-22,81719","-43,30203",1780399289000,1,LECD144,1780399299000,1780399305000,2026-06-02 09:21:55
B27247,"-22,87769","-43,24154",1780399288000,25,315,1780399299000,1780399305000,2026-06-02 09:21:55
C27082,"-22,83993","-43,27861",1780399288000,0,905,1780399299000,1780399305000,2026-06-02 09:21:55
B27085,"-22,82304","-43,30278",1780399288000,48,905,1780399299000,1780399305000,2026-06-02 09:21:55
C27120,"-22,82781","-43,32119",1780399287000,33,905,1780399299000,1780399305000,2026-06-02 09:21:55
C27041,"-22,83784","-43,25677",1780399286000,11,355,1780399299000,1780399305000,2026-06-02 09:21:55
C27116,"-22,85906","-43,3294",1780399289000,44,355,1780399299000,1780399305000,2026-06-02 09:21:55
B27084,"-22,85533","-43,35087",1780399287000,38,639,1780399299000,1780399305000,2026-06-02 09:21:55
C27086,"-22,82367","-43,30931",1780399290000,16,LECD142,1780399299000,1780399305000,2026-06-02 09:21:55
B27137,"-22,86758","-43,28567",1780399285000,0,629,1780399299000,1780399305000,2026-06-02 09:21:55
C27029,"-22,84945","-43,26427",1780399289000,0,928,1780399299000,1780399305000,2026-06-02 09:21:55
B27241,"-22,85033","-43,30949",1780399288000,9,629,1780399299000,1780399305000,2026-06-02 09:21:55
B27225,"-22,85115","-43,3179",1780399286000,24,928,1780399299000,1780399305000,2026-06-02 09:21:55
B27055,"-22,87039","-43,24624",1780399289000,37,292,1780399299000,1780399305000,2026-06-02 09:21:55
B27220,"-22,84232","-43,27119",1780399289000,35,940,1780399299000,1780399305000,2026-06-02 09:21:55
B27134,"-22,87344","-43,25807",1780399290000,0,630,1780399299000,1780399305000,2026-06-02 09:21:55
B27016,"-22,89317","-43,29517",1780399290000,44,639,1780399299000,1780399305000,2026-06-02 09:21:55
B27075,"-22,83215","-43,29128",1780399287000,0,905,1780399299000,1780399305000,2026-06-02 09:21:55
B27156,"-22,80589","-43,32428",1780399290000,25,774,1780399299000,1780399305000,2026-06-02 09:21:55
B27080,"-22,87239","-43,27721",1780399287000,22,629,1780399299000,1780399305000,2026-06-02 09:21:55
B27011,"-22,88564","-43,30921",1780399290000,0,639,1780399299000,1780399305000,2026-06-02 09:21:55
B27240,"-22,86998","-43,28402",1780399291000,33,629,1780399299000,1780399305000,2026-06-02 09:21:55
B27108,"-22,82791","-43,32274",1780399286000,0,774,1780399299000,1780399305000,2026-06-02 09:21:55
B27003,"-22,85117","-43,3103",1780399291000,0,355,1780399299000,1780399305000,2026-06-02 09:21:55
B27006,"-22,83933","-43,25462",1780399291000,7,355,1780399299000,1780399305000,2026-06-02 09:21:55
B27040,"-22,81101","-43,3014",1780399291000,55,639,1780399299000,1780399305000,2026-06-02 09:21:55
B27031,"-22,83533","-43,32628",1780399288000,20,774,1780399299000,1780399305000,2026-06-02 09:21:55
B27228,"-22,82823","-43,32406",1780399291000,0,LECD144,1780399299000,1780399305000,2026-06-02 09:21:55
C27167,"-22,8308","-43,30211",1780399293000,40,940,1780399299000,1780399305000,2026-06-02 09:21:55
B27110,"-22,89193","-43,28773",1780399293000,5,639,1780399299000,1780399305000,2026-06-02 09:21:55
B27063,"-22,82788","-43,29448",1780399290000,37,905,1780399299000,1780399305000,2026-06-02 09:21:55
B27230,"-22,85801","-43,30915",1780399292000,1,629,1780399299000,1780399305000,2026-06-02 09:21:55
B27192,"-22,84897","-43,32129",1780399293000,20,928,1780399299000,1780399305000,2026-06-02 09:21:55
B27060,"-22,82989","-43,2705",1780399294000,57,975,1780399299000,1780399305000,2026-06-02 09:21:55
B27068,"-22,91629","-43,25262",1780399293000,0,630,1780399299000,1780399305000,2026-06-02 09:21:55
C27046,"-22,8558","-43,31686",1780399289000,14,940,1780399299000,1780399305000,2026-06-02 09:21:55
C27172,"-22,84618","-43,3247",1780399294000,0,940,1780399299000,1780399305000,2026-06-02 09:21:55
B27005,"-22,87988","-43,26844",1780399294000,0,629,1780399299000,1780399305000,2026-06-02 09:21:55
B27149,"-22,88408","-43,25351",1780399294000,0,629,1780399299000,1780399305000,2026-06-02 09:21:55
B27229,"-22,82397","-43,32497",1780399293000,0,LECD146,1780399299000,1780399305000,2026-06-02 09:21:55
B27152,"-22,85118","-43,32725",1780399294000,0,LECD142,1780399299000,1780399305000,2026-06-02 09:21:55
B27176,"-22,9023","-43,26945",1780399295000,0,639,1780399299000,1780399305000,2026-06-02 09:21:55
B27050,"-22,84773","-43,30566",1780399294000,33,975,1780399299000,1780399305000,2026-06-02 09:21:55
B28520,"-22,83924","-43,23958",1780399255000,21,696,1780399299000,1780399301000,2026-06-02 09:21:55
B28604,"-22,90549","-43,19184",1780399287000,0,326,1780399299000,1780399301000,2026-06-02 09:21:55
B28611,"-22,85815","-43,248",1780398918000,1,329,1780399299000,1780399301000,2026-06-02 09:21:55
B28556,"-22,8392","-43,24118",1780399286000,19,SP324,1780399299000,1780399301000,2026-06-02 09:21:55
B28520,"-22,83938","-43,23949",1780399285000,0,696,1780399299000,1780399301000,2026-06-02 09:21:55
B28619,"-22,83836","-43,24031",1780399251000,31,696,1780399299000,1780399301000,2026-06-02 09:21:55
B28574,"-22,82116","-43,2282",1780399288000,11,SP329,1780399299000,1780399301000,2026-06-02 09:21:55
B28619,"-22,83836","-43,24005",1780399248000,34,696,1780399299000,1780399301000,2026-06-02 09:21:55
B28733,"-22,83399","-43,24201",1780399231000,39,2343,1780399299000,1780399301000,2026-06-02 09:21:55
B28605,"-22,83961","-43,23872",1780399264000,21,616,1780399299000,1780399301000,2026-06-02 09:21:55
B28582,"-22,81836","-43,18519",1780399288000,0,324,1780399299000,1780399301000,2026-06-02 09:21:55
B28611,"-22,85865","-43,24807",1780398948000,6,329,1780399299000,1780399301000,2026-06-02 09:21:55
B28544,"-22,90006","-43,27932",1780399288000,0,696,1780399299000,1780399301000,2026-06-02 09:21:55
B28555,"-22,7865","-43,1873",1780399288000,0,SV921,1780399299000,1780399301000,2026-06-02 09:21:55
B28619,"-22,83851","-43,2405",1780399254000,32,696,1780399299000,1780399301000,2026-06-02 09:21:55
B28611,"-22,85876","-43,24806",1780398978000,3,329,1780399299000,1780399301000,2026-06-02 09:21:55
B28516,"-22,91021","-43,20594",1780399288000,0,324,1780399299000,1780399301000,2026-06-02 09:21:55
B28619,"-22,83912","-43,24125",1780399274000,20,696,1780399299000,1780399301000,2026-06-02 09:21:55
B28558,"-22,79663","-43,20392",1780399287000,16,696,1780399299000,1780399301000,2026-06-02 09:21:55
B28622,"-22,81998","-43,17869",1780399288000,32,SV921,1780399299000,1780399301000,2026-06-02 09:21:55
B28611,"-22,85902","-43,24807",1780399008000,0,329,1780399299000,1780399301000,2026-06-02 09:21:55
B28619,"-22,83909","-43,24143",1780399277000,25,696,1780399299000,1780399301000,2026-06-02 09:21:55
B28733,"-22,83693","-43,24232",1780399261000,42,2343,1780399299000,1780399301000,2026-06-02 09:21:55
B28510,"-22,84639","-43,24012",1780399288000,0,696,1780399299000,1780399301000,2026-06-02 09:21:55
B28595,"-22,79383","-43,17992",1780399288000,15,326,1780399299000,1780399301000,2026-06-02 09:21:55
B28611,"-22,85929","-43,24808",1780399038000,0,329,1780399299000,1780399301000,2026-06-02 09:21:55
B28551,"-22,9096","-43,17215",1780399289000,19,321,1780399299000,1780399301000,2026-06-02 09:21:55
B28607,"-22,80567","-43,18179",1780399289000,15,696,1780399299000,1780399301000,2026-06-02 09:21:55
B28584,"-22,89794","-43,21192",1780399194000,37,492,1780399299000,1780399301000,2026-06-02 09:21:55
B28611,"-22,85931","-43,24808",1780399068000,0,329,1780399299000,1780399301000,2026-06-02 09:21:55
B28515,"-22,87946","-43,25446",1780399289000,43,696,1780399299000,1780399301000,2026-06-02 09:21:55
B25593,"-22,89618","-43,29254",1780399294000,10,606,1780399299000,1780399303000,2026-06-02 09:21:55
B25596,"-22,90512","-43,29097",1780399294000,44,606,1780399299000,1780399303000,2026-06-02 09:21:55
B25509,"-22,91581","-43,24629",1780399294000,16,232,1780399299000,1780399303000,2026-06-02 09:21:55
B25535,"-22,89941","-43,2111",1780399293000,8,606,1780399299000,1780399303000,2026-06-02 09:21:55
B25551,"-22,90408","-43,28518",1780399294000,28,249,1780399299000,1780399303000,2026-06-02 09:21:55
B25600,"-22,90932","-43,16974",1780399293000,17,232,1780399299000,1780399303000,2026-06-02 09:21:55
B25520,"-22,91824","-43,26186",1780399293000,34,232,1780399299000,1780399303000,2026-06-02 09:21:55
B25503,"-22,90708","-43,18185",1780399294000,3,232,1780399299000,1780399303000,2026-06-02 09:21:55
B25512,"-22,91277","-43,17896",1780399294000,22,232,1780399299000,1780399303000,2026-06-02 09:21:55
B25562,"-22,90595","-43,30944",1780399295000,10,249,1780399299000,1780399303000,2026-06-02 09:21:55
B25547,"-22,90342","-43,18546",1780399295000,0,249,1780399299000,1780399303000,2026-06-02 09:21:55
B25588,"-22,92107","-43,22809",1780399295000,0,606,1780399299000,1780399303000,2026-06-02 09:21:55
B25513,"-22,90253","-43,18358",1780399296000,0,232,1780399299000,1780399303000,2026-06-02 09:21:55
B25558,"-22,91639","-43,21836",1780399296000,10,606,1780399299000,1780399303000,2026-06-02 09:21:55
B25580,"-22,91172","-43,21458",1780399295000,10,606,1780399299000,1780399303000,2026-06-02 09:21:55
B25616,"-22,91008","-43,28332",1780399295000,22,SV606,1780399299000,1780399303000,2026-06-02 09:21:55
B32596,"-22,81462","-43,18677",1780399286000,0,GARAGEM,1780399299000,1780399320000,2026-06-02 09:21:55
B10415,"-22,90553","-43,19217",1780399289000,0,2342,1780399299000,1780399320000,2026-06-02 09:21:55
B10058,"-22,84685","-43,24267",1780399289000,0,328,1780399299000,1780399320000,2026-06-02 09:21:55
B10002,"-22,871","-43,25879",1780399289000,24,913,1780399299000,1780399320000,2026-06-02 09:21:55
B32774,"-22,81446","-43,187",1780399289000,0,TREINO,1780399299000,1780399320000,2026-06-02 09:21:55
B10080,"-22,81452","-43,18694",1780399290000,0,MANUTENCAO,1780399299000,1780399320000,2026-06-02 09:21:55
B10062,"-22,90649","-43,19622",1780399290000,35,328,1780399299000,1780399320000,2026-06-02 09:21:55
B10048,"-22,83299","-43,24287",1780399291000,42,328,1780399299000,1780399320000,2026-06-02 09:21:55
B10086,"-22,86429","-43,22875",1780399292000,0,SP635,1780399299000,1780399320000,2026-06-02 09:21:55
B10018,"-22,81426","-43,18756",1780399291000,0,MANUTENCAO,1780399299000,1780399320000,2026-06-02 09:21:55
B25616,"-22,91008","-43,28332",1780399295000,22,SV606,1780399299000,1780399323000,2026-06-02 09:21:55
D86355,"-22,87942","-43,50446",1780399294000,31,883,1780399299000,1780399326000,2026-06-02 09:21:55
D86175,"-22,9033","-43,55659",1780399294000,0,884,1780399299000,1780399326000,2026-06-02 09:21:55
D86366,"-22,89261","-43,53011",1780399294000,0,883,1780399299000,1780399326000,2026-06-02 09:21:55
D86357,"-22,87302","-43,41695",1780399294000,30,883,1780399299000,1780399326000,2026-06-02 09:21:55
D86261,"-22,88295","-43,48879",1780399294000,14,864,1780399299000,1780399326000,2026-06-02 09:21:55
D86003,"-22,89253","-43,53105",1780399294000,33,SP864,1780399299000,1780399326000,2026-06-02 09:21:55
D86255,"-22,93398","-43,57526",1780399294000,0,867,1780399299000,1780399326000,2026-06-02 09:21:55
D86023,"-22,90866","-43,56455",1780399295000,0,852,1780399299000,1780399326000,2026-06-02 09:21:55
D86121,"-22,88033","-43,47451",1780399295000,0,SP864,1780399299000,1780399326000,2026-06-02 09:21:55
D86157,"-22,92064","-43,56319",1780399294000,31,866,1780399299000,1780399326000,2026-06-02 09:21:55
D86362,"-22,85177","-43,38363",1780399295000,9,883,1780399299000,1780399326000,2026-06-02 09:21:55
D86020,"-22,97843","-43,58961",1780399295000,31,867,1780399299000,1780399326000,2026-06-02 09:21:55
D86225,"-22,87322","-43,41715",1780399295000,31,855,1780399299000,1780399326000,2026-06-02 09:21:55
D86099,"-22,90978","-43,56311",1780399295000,0,SV853,1780399299000,1780399326000,2026-06-02 09:21:55
D86292,"-22,93592","-43,65546",1780399296000,24,871,1780399299000,1780399326000,2026-06-02 09:21:55
D86364,"-22,86222","-43,39486",1780399296000,0,SP918,1780399299000,1780399326000,2026-06-02 09:21:55
D86238,"-22,87641","-43,42789",1780399296000,0,855,1780399299000,1780399326000,2026-06-02 09:21:55
D86312,"-22,99307","-43,63681",1780399297000,24,856,1780399299000,1780399327000,2026-06-02 09:21:55
D86372,"-22,95502","-43,57414",1780399296000,9,883,1780399299000,1780399327000,2026-06-02 09:21:55
D86150,"-22,92477","-43,56977",1780399296000,20,838,1780399299000,1780399327000,2026-06-02 09:21:55
B31059,"-22,96477","-43,17602",1780399289000,0,485,1780399299000,1780399326000,2026-06-02 09:21:55
B31034,"-22,97819","-43,19067",1780399289000,0,485,1780399299000,1780399326000,2026-06-02 09:21:55
B31077,"-22,96925","-43,18508",1780399291000,3,483,1780399299000,1780399326000,2026-06-02 09:21:55
B31102,"-22,8469","-43,26633",1780399289000,0,497,1780399299000,1780399326000,2026-06-02 09:21:55
B31145,"-22,8136","-43,31841",1780399291000,35,906,1780399299000,1780399326000,2026-06-02 09:21:55
B31032,"-22,86635","-43,25526",1780399291000,0,483,1780399299000,1780399326000,2026-06-02 09:21:55
B31047,"-22,88618","-43,22552",1780399293000,12,SPA483,1780399299000,1780399326000,2026-06-02 09:21:55
B31155,"-22,85684","-43,25235",1780399292000,0,906,1780399299000,1780399326000,2026-06-02 09:21:55
B31050,"-22,83655","-43,2836",1780399295000,0,497,1780399299000,1780399326000,2026-06-02 09:21:55
B31057,"-22,83646","-43,28352",1780399291000,0,497,1780399299000,1780399326000,2026-06-02 09:21:55
B31040,"-22,91037","-43,20676",1780399294000,48,497,1780399299000,1780399326000,2026-06-02 09:21:55
B31100,"-22,97194","-43,18745",1780399293000,35,483,1780399299000,1780399326000,2026-06-02 09:21:55
B31055,"-22,9427","-43,17701",1780399295000,27,SPB483,1780399299000,1780399326000,2026-06-02 09:21:55
B31156,"-22,87783","-43,21609",1780399295000,0,906,1780399299000,1780399326000,2026-06-02 09:21:55
B31092,"-22,83691","-43,28436",1780399296000,18,498,1780399299000,1780399326000,2026-06-02 09:21:55
B31117,"-22,91325","-43,18842",1780399295000,9,497,1780399299000,1780399326000,2026-06-02 09:21:55
B31083,"-22,89013","-43,21713",1780399297000,0,483,1780399299000,1780399326000,2026-06-02 09:21:55
B31019,"-22,84225","-43,26942",1780399298000,0,483,1780399299000,1780399326000,2026-06-02 09:21:55
B31099,"-22,84712","-43,26555",1780399299000,0,483,1780399299000,1780399326000,2026-06-02 09:21:55
B31069,"-22,93252","-43,18309",1780399290000,0,497,1780399299000,1780399326000,2026-06-02 09:21:55
B31164,"-22,81203","-43,32917",1780399290000,14,906,1780399299000,1780399326000,2026-06-02 09:21:55
B31063,"-22,97333","-43,19109",1780399291000,27,SPB483,1780399299000,1780399326000,2026-06-02 09:21:55
B31091,"-22,85763","-43,25729",1780399292000,31,497,1780399299000,1780399326000,2026-06-02 09:21:55
D18505,"-22,83893","-43,25467",1780399289000,55,2307,1780399300000,1780399327000,2026-06-02 09:21:55
B10146,"-22,81056","-43,18474",1780399292000,0,323,1780399300000,1780399320000,2026-06-02 09:21:55
B10150,"-22,84428","-43,2359",1780399292000,37,323,1780399300000,1780399320000,2026-06-02 09:21:55
