ordem,latitude,longitude,datahora,velocidade,linha,datahoraenvio,datahoraservidor,momento_extracao
B51626,"-22,88548","-43,39816",1780399301000,7,917,1780399302000,1780399312000,2026-06-02 09:21:55
A48004,"-22,92115","-43,21923",1780399282000,11,415,1780399302000,1780399312000,2026-06-02 09:21:55
A48069,"-22,907","-43,18165",1780399286000,5,202,1780399302000,1780399312000,2026-06-02 09:21:55
A48033,"-22,90481","-43,17401",1780399288000,20,202,1780399302000,1780399312000,2026-06-02 09:21:55
A48047,"-22,9696","-43,18735",1780399289000,3,426,1780399302000,1780399312000,2026-06-02 09:21:55
A48073,"-22,98434","-43,2011",1780399289000,11,426,1780399302000,1780399312000,2026-06-02 09:21:55
A48050,"-22,95505","-43,19774",1780399287000,0,LECD138,1780399302000,1780399312000,2026-06-02 09:21:55
A48115,"-22,9844","-43,20099",1780399289000,12,415,1780399302000,1780399312000,2026-06-02 09:21:55
A48028,"-22,92539","-43,20963",1780399287000,48,162,1780399302000,1780399312000,2026-06-02 09:21:55
A48151,"-22,94177","-43,18222",1780399287000,22,426,1780399302000,1780399312000,2026-06-02 09:21:55
A48030,"-22,91225","-43,1881",1780399290000,0,201,1780399302000,1780399312000,2026-06-02 09:21:55
A48018,"-22,97186","-43,18761",1780399287000,16,539,1780399302000,1780399312000,2026-06-02 09:21:55
A48019,"-22,98394","-43,24207",1780399285000,20,162,1780399302000,1780399312000,2026-06-02 09:21:55
A48020,"-22,98407","-43,21594",1780399284000,35,415,1780399302000,1780399312000,2026-06-02 09:21:55
A48153,"-22,9626","-43,21595",1780399288000,18,LECD131,1780399302000,1780399312000,2026-06-02 09:21:55
A48012,"-22,90083","-43,17843",1780399292000,0,202,1780399302000,1780399312000,2026-06-02 09:21:55
A48027,"-22,93519","-43,20943",1780399288000,38,161,1780399302000,1780399312000,2026-06-02 09:21:55
A48077,"-22,90056","-43,18657",1780399289000,33,202,1780399302000,1780399312000,2026-06-02 09:21:55
A48003,"-22,92085","-43,1936",1780399287000,38,426,1780399302000,1780399312000,2026-06-02 09:21:55
A48145,"-22,97927","-43,20138",1780399285000,0,161,1780399302000,1780399312000,2026-06-02 09:21:55
A48032,"-22,8999","-43,2106",1780399292000,11,162,1780399302000,1780399312000,2026-06-02 09:21:55
A48014,"-22,96492","-43,17621",1780399286000,0,539,1780399302000,1780399312000,2026-06-02 09:21:55
A48074,"-22,92407","-43,20391",1780399277000,12,426,1780399302000,1780399312000,2026-06-02 09:21:55
A48018,"-22,97181","-43,1876",1780399289000,9,539,1780399302000,1780399312000,2026-06-02 09:21:55
A48025,"-22,95014","-43,17709",1780399287000,33,415,1780399302000,1780399312000,2026-06-02 09:21:55
A48078,"-22,92449","-43,21191",1780399212000,0,202,1780399302000,1780399312000,2026-06-02 09:21:55
A48092,"-22,92506","-43,22556",1780399288000,25,415,1780399302000,1780399312000,2026-06-02 09:21:55
A48078,"-22,92498","-43,21137",1780399242000,1,202,1780399302000,1780399312000,2026-06-02 09:21:55
A48096,"-22,98555","-43,2234",1780399286000,0,415,1780399302000,1780399312000,2026-06-02 09:21:55
A48078,"-22,92503","-43,21145",1780399272000,0,202,1780399302000,1780399312000,2026-06-02 09:21:55
A48015,"-22,92046","-43,19391",1780399291000,48,117,1780399302000,1780399312000,2026-06-02 09:21:55
A48006,"-22,92422","-43,21226",1780399294000,11,426,1780399302000,1780399312000,2026-06-02 09:21:55
A48152,"-22,98042","-43,20641",1780399279000,0,161,1780399302000,1780399312000,2026-06-02 09:21:55
A48019,"-22,98416","-43,24201",1780399289000,22,162,1780399302000,1780399312000,2026-06-02 09:21:55
A48052,"-22,9754","-43,22564",1780399295000,1,539,1780399302000,1780399312000,2026-06-02 09:21:55
A48062,"-22,9081","-43,17069",1780399297000,0,202,1780399302000,1780399312000,2026-06-02 09:21:55
A48032,"-22,9","-43,21049",1780399295000,16,162,1780399302000,1780399312000,2026-06-02 09:21:55
A48100,"-22,93732","-43,24593",1780399296000,37,415,1780399302000,1780399312000,2026-06-02 09:21:55
A48037,"-22,93495","-43,20985",1780399291000,0,201,1780399302000,1780399312000,2026-06-02 09:21:55
A48043,"-22,90881","-43,17217",1780399291000,7,415,1780399302000,1780399312000,2026-06-02 09:21:55
A48101,"-22,9046","-43,1832",1780399288000,3,415,1780399302000,1780399312000,2026-06-02 09:21:55
A48063,"-22,90276","-43,17549",1780399297000,0,415,1780399302000,1780399312000,2026-06-02 09:21:55
A48050,"-22,95508","-43,19777",1780399294000,0,LECD138,1780399302000,1780399312000,2026-06-02 09:21:55
A48064,"-22,91","-43,19134",1780399296000,16,202,1780399302000,1780399312000,2026-06-02 09:21:55
A48092,"-22,92505","-43,22525",1780399292000,27,415,1780399302000,1780399312000,2026-06-02 09:21:55
A48146,"-22,96063","-43,20431",1780399291000,0,162,1780399302000,1780399312000,2026-06-02 09:21:55
A48080,"-22,98583","-43,22797",1780399295000,12,585,1780399302000,1780399312000,2026-06-02 09:21:55
A48130,"-22,92343","-43,20873",1780399291000,7,426,1780399302000,1780399312000,2026-06-02 09:21:55
A48032,"-22,90013","-43,21055",1780399298000,16,162,1780399302000,1780399312000,2026-06-02 09:21:55
A48151,"-22,942","-43,18226",1780399291000,22,426,1780399302000,1780399312000,2026-06-02 09:21:55
A48024,"-22,92475","-43,20415",1780399299000,33,426,1780399302000,1780399312000,2026-06-02 09:21:55
A48044,"-22,98507","-43,22124",1780399295000,0,539,1780399302000,1780399312000,2026-06-02 09:21:55
B11608,"-22,8811","-43,36155",1780399290000,14,SV363,1780399302000,1780399320000,2026-06-02 09:21:55
B11554,"-22,91067","-43,1937",1780399290000,0,SR362,1780399302000,1780399320000,2026-06-02 09:21:55
B11538,"-22,8465","-43,38001",1780399291000,7,378,1780399302000,1780399320000,2026-06-02 09:21:55
B11611,"-22,877","-43,3686",1780399293000,9,SV363,1780399302000,1780399320000,2026-06-02 09:21:55
B11518,"-22,83232","-43,36574",1780399290000,0,778,1780399302000,1780399320000,2026-06-02 09:21:55
B11521,"-22,89576","-43,29629",1780399291000,46,653,1780399302000,1780399320000,2026-06-02 09:21:55
B11569,"-22,86272","-43,36629",1780399292000,0,SV908,1780399302000,1780399320000,2026-06-02 09:21:55
B11507,"-22,89149","-43,35809",1780399292000,18,678,1780399302000,1780399320000,2026-06-02 09:21:55
B11624,"-22,88485","-43,39963",1780399291000,0,300,1780399302000,1780399320000,2026-06-02 09:21:55
B11641,"-22,87466","-43,31628",1780399292000,0,908,1780399302000,1780399320000,2026-06-02 09:21:55
B11600,"-22,86373","-43,25685",1780399293000,11,908,1780399302000,1780399320000,2026-06-02 09:21:55
B11508,"-22,88897","-43,29676",1780399292000,0,669,1780399302000,1780399320000,2026-06-02 09:21:55
B11604,"-22,88239","-43,3349",1780399294000,40,363,1780399302000,1780399320000,2026-06-02 09:21:55
B11616,"-22,90104","-43,18007",1780399295000,0,363,1780399302000,1780399320000,2026-06-02 09:21:55
B11560,"-22,87292","-43,34247",1780399295000,0,669,1780399302000,1780399320000,2026-06-02 09:21:55
B11544,"-22,86389","-43,37332",1780399295000,0,378,1780399302000,1780399320000,2026-06-02 09:21:55
B11596,"-22,90103","-43,17999",1780399293000,0,363,1780399302000,1780399320000,2026-06-02 09:21:55
B11586,"-22,8835","-43,23707",1780399295000,50,665,1780399302000,1780399320000,2026-06-02 09:21:55
B11565,"-22,80512","-43,36401",1780399294000,12,778,1780399302000,1780399320000,2026-06-02 09:21:55
B11551,"-22,88501","-43,40772",1780399292000,22,799,1780399302000,1780399320000,2026-06-02 09:21:55
B11548,"-22,83411","-43,35973",1780399292000,3,SR378,1780399302000,1780399320000,2026-06-02 09:21:55
B11573,"-22,84159","-43,25252",1780399295000,0,LECD147,1780399302000,1780399320000,2026-06-02 09:21:55
B11509,"-22,88681","-43,305",1780399296000,55,669,1780399302000,1780399320000,2026-06-02 09:21:55
B11505,"-22,88734","-43,28632",1780399295000,33,678,1780399302000,1780399320000,2026-06-02 09:21:55
B11552,"-22,87697","-43,33661",1780399298000,0,669,1780399302000,1780399320000,2026-06-02 09:21:55
B11514,"-22,81814","-43,39069",1780399295000,37,799,1780399302000,1780399320000,2026-06-02 09:21:55
B11617,"-22,87876","-43,35766",1780399297000,0,363,1780399302000,1780399320000,2026-06-02 09:21:55
B11639,"-22,8656","-43,25618",1780399297000,0,908,1780399302000,1780399320000,2026-06-02 09:21:55
B11607,"-22,90757","-43,19925",1780399295000,48,363,1780399302000,1780399320000,2026-06-02 09:21:55
B11638,"-22,87076","-43,3127",1780399298000,27,908,1780399302000,1780399320000,2026-06-02 09:21:55
C11901,"-22,87635","-43,26602",1780399295000,14,2345,1780399302000,1780399320000,2026-06-02 09:21:55
B11614,"-22,87636","-43,33855",1780399298000,38,SV363,1780399302000,1780399320000,2026-06-02 09:21:55
B11628,"-22,89991","-43,2264",1780399299000,0,665,1780399302000,1780399320000,2026-06-02 09:21:55
C11908,"-22,87883","-43,35743",1780399296000,0,2345,1780399302000,1780399320000,2026-06-02 09:21:55
C11910,"-22,90169","-43,1791",1780399297000,0,2345,1780399302000,1780399320000,2026-06-02 09:21:55
B11615,"-22,90501","-43,19117",1780399299000,33,363,1780399302000,1780399320000,2026-06-02 09:21:55
B11542,"-22,86381","-43,37347",1780399300000,0,378,1780399302000,1780399320000,2026-06-02 09:21:55
B11531,"-22,89582","-43,29945",1780399299000,1,SV363,1780399302000,1780399320000,2026-06-02 09:21:55
B11581,"-22,87678","-43,32419",1780399300000,12,908,1780399302000,1780399320000,2026-06-02 09:21:55
B11633,"-22,88222","-43,32656",1780399300000,9,908,1780399302000,1780399320000,2026-06-02 09:21:55
B11591,"-22,81306","-43,37531",1780399302000,31,669,1780399302000,1780399320000,2026-06-02 09:21:55
B11570,"-22,84822","-43,38197",1780399300000,31,908,1780399302000,1780399320000,2026-06-02 09:21:55
B11502,"-22,89204","-43,35749",1780399300000,37,678,1780399302000,1780399320000,2026-06-02 09:21:55
B11561,"-22,87503","-43,24285",1780399299000,5,362,1780399302000,1780399320000,2026-06-02 09:21:55
B51626,"-22,88548","-43,39816",1780399301000,7,917,1780399302000,1780399342000,2026-06-02 09:21:55
B25572,"-22,90211","-43,29869",1780398406000,0,232,1780399303000,1780399323000,2026-06-02 09:21:55
B44648,"-22,92261","-43,23176",1780399298000,11,638,1780399303000,1780399320000,2026-06-02 09:21:55
B44572,"-22,86071","-43,35534",1780399297000,0,638,1780399303000,1780399320000,2026-06-02 09:21:55
B44578,"-22,88208","-43,32831",1780399298000,0,LECD140,1780399303000,1780399320000,2026-06-02 09:21:55
C44506,"-22,87836","-43,3664",1780399297000,16,783,1780399303000,1780399320000,2026-06-02 09:21:55
C44628,"-22,89538","-43,31917",1780399298000,22,LECD140,1780399303000,1780399320000,2026-06-02 09:21:55
B44525,"-22,82059","-43,32301",1780399298000,0,LECD148,1780399303000,1780399320000,2026-06-02 09:21:55
C44669,"-22,8797","-43,32231",1780399299000,23,LECD141,1780399303000,1780399320000,2026-06-02 09:21:55
C44543,"-22,85915","-43,37548",1780399300000,8,783,1780399303000,1780399320000,2026-06-02 09:21:55
B44501,"-22,91112","-43,27079",1780399299000,5,638,1780399303000,1780399320000,2026-06-02 09:21:55
B44672,"-22,85053","-43,32609",1780399299000,0,712,1780399303000,1780399320000,2026-06-02 09:21:55
C44593,"-22,83084","-43,32774",1780399299000,12,712,1780399303000,1780399320000,2026-06-02 09:21:55
B44563,"-22,87136","-43,34101",1780399297000,38,638,1780399303000,1780399320000,2026-06-02 09:21:55
C44506,"-22,87833","-43,36631",1780399299000,19,783,1780399303000,1780399320000,2026-06-02 09:21:55
C44637,"-22,85842","-43,3295",1780399300000,2,355,1780399303000,1780399320000,2026-06-02 09:21:55
B44632,"-22,89875","-43,27735",1780399301000,0,638,1780399303000,1780399320000,2026-06-02 09:21:55
C50185,"-22,9165","-43,25016",1780399293000,12,435,1780399304000,1780399326000,2026-06-02 09:21:55
A50142,"-22,95987","-43,26858",1780399292000,39,302,1780399304000,1780399326000,2026-06-02 09:21:55
A50079,"-22,92324","-43,23132",1780399293000,22,608,1780399304000,1780399326000,2026-06-02 09:21:55
A50036,"-22,89993","-43,21098",1780399292000,0,302,1780399304000,1780399326000,2026-06-02 09:21:55
C50042,"-22,97639","-43,494",1780399292000,25,SP810,1780399304000,1780399326000,2026-06-02 09:21:55
A50108,"-22,92068","-43,26002",1780399275000,18,608,1780399304000,1780399326000,2026-06-02 09:21:55
C50014,"-23,01334","-43,31679",1780399235000,46,302,1780399304000,1780399326000,2026-06-02 09:21:55
C50012,"-23,01339","-43,31625",1780399293000,43,SP805,1780399304000,1780399326000,2026-06-02 09:21:55
A50168,"-22,9531","-43,18915",1780399292000,9,319,1780399304000,1780399326000,2026-06-02 09:21:55
A50192,"-22,94636","-43,25693",1780399292000,11,220,1780399304000,1780399326000,2026-06-02 09:21:55
C50055,"-22,96139","-43,39578",1780399291000,37,810,1780399304000,1780399326000,2026-06-02 09:21:55
C50074,"-22,90741","-43,19418",1780399291000,15,220,1780399304000,1780399326000,2026-06-02 09:21:55
A50108,"-22,92056","-43,25944",1780399240000,19,608,1780399304000,1780399326000,2026-06-02 09:21:55
C50174,"-23,00157","-43,36555",1780399293000,0,301,1780399304000,1780399326000,2026-06-02 09:21:55
A50095,"-22,96061","-43,26981",1780399292000,29,302,1780399304000,1780399326000,2026-06-02 09:21:55
A50004,"-23,00011","-43,36915",1780399292000,7,302,1780399304000,1780399326000,2026-06-02 09:21:55
A50108,"-22,92056","-43,25972",1780399245000,17,608,1780399304000,1780399326000,2026-06-02 09:21:55
A50150,"-23,00981","-43,30719",1780399294000,37,302,1780399304000,1780399326000,2026-06-02 09:21:55
C50177,"-22,92455","-43,22702",1780399290000,0,302,1780399304000,1780399326000,2026-06-02 09:21:55
A50084,"-22,92636","-43,24746",1780399292000,0,608,1780399304000,1780399326000,2026-06-02 09:21:55
C50145,"-22,93392","-43,24245",1780399291000,6,301,1780399304000,1780399326000,2026-06-02 09:21:55
C50087,"-22,96988","-43,41365",1780399293000,22,810,1780399304000,1780399326000,2026-06-02 09:21:55
C50152,"-23,01005","-43,36599",1780399292000,37,302,1780399304000,1780399326000,2026-06-02 09:21:55
C50141,"-23,00698","-43,30288",1780399292000,24,301,1780399304000,1780399326000,2026-06-02 09:21:55
C50009,"-22,95137","-43,26167",1780399293000,31,645,1780399304000,1780399326000,2026-06-02 09:21:55
C50154,"-23,00275","-43,3662",1780399293000,40,301,1780399304000,1780399326000,2026-06-02 09:21:55
C50074,"-22,90736","-43,19417",1780399293000,12,220,1780399304000,1780399326000,2026-06-02 09:21:55
B32571,"-22,8624","-43,34276",1780399293000,31,298,1780399304000,1780399305000,2026-06-02 09:21:55
D17517,"-22,86366","-43,43699",1780399291000,5,2339,1780399304000,1780399314000,2026-06-02 09:21:55
D17514,"-22,85014","-43,38462",1780399293000,12,2336,1780399304000,1780399314000,2026-06-02 09:21:55
D17517,"-22,86366","-43,43697",1780399292000,7,2339,1780399304000,1780399314000,2026-06-02 09:21:55
D17517,"-22,86366","-43,43694",1780399293000,11,2339,1780399304000,1780399314000,2026-06-02 09:21:55
D17516,"-22,86714","-43,5534",1780399298000,9,2336,1780399304000,1780399314000,2026-06-02 09:21:55
D17514,"-22,84999","-43,38444",1780399298000,18,2336,1780399304000,1780399314000,2026-06-02 09:21:55
D17516,"-22,8672","-43,55348",1780399301000,12,2336,1780399304000,1780399314000,2026-06-02 09:21:55
D17142,"-22,90094","-43,56087",1780399293000,0,849,1780399304000,1780399317000,2026-06-02 09:21:55
D17142,"-22,90095","-43,56086",1780399294000,1,849,1780399304000,1780399317000,2026-06-02 09:21:55
D17142,"-22,90095","-43,56087",1780399296000,0,849,1780399304000,1780399317000,2026-06-02 09:21:55
A72127,"-22,90471","-43,19303",1780399288000,26,LECD135,1780399304000,1780399306000,2026-06-02 09:21:55
A72064,"-22,93474","-43,1879",1780399293000,0,422,1780399304000,1780399306000,2026-06-02 09:21:55
A72100,"-22,91197","-43,18333",1780399294000,0,LECD135,1780399304000,1780399306000,2026-06-02 09:21:55
A72194,"-22,91151","-43,21413",1780399293000,5,422,1780399304000,1780399306000,2026-06-02 09:21:55
A72027,"-22,94058","-43,19771",1780399293000,18,422,1780399304000,1780399306000,2026-06-02 09:21:55
A72023,"-22,94086","-43,17637",1780399293000,16,410,1780399304000,1780399306000,2026-06-02 09:21:55
A72093,"-22,90549","-43,19256",1780399295000,0,422,1780399304000,1780399306000,2026-06-02 09:21:55
A72017,"-22,97894","-43,22398",1780399294000,0,410,1780399304000,1780399306000,2026-06-02 09:21:55
A71630,"-22,98627","-43,19639",1780399234000,21,539,1780399304000,1780399328000,2026-06-02 09:21:55
A71630,"-22,98615","-43,19653",1780399237000,21,539,1780399304000,1780399328000,2026-06-02 09:21:55
A71630,"-22,98578","-43,19696",1780399267000,24,539,1780399304000,1780399328000,2026-06-02 09:21:55
A71535,"-22,91442","-43,20554",1780399266000,28,409,1780399304000,1780399328000,2026-06-02 09:21:55
A71630,"-22,98571","-43,19717",1780399270000,26,539,1780399304000,1780399328000,2026-06-02 09:21:55
A71535,"-22,91438","-43,20545",1780399296000,0,409,1780399304000,1780399328000,2026-06-02 09:21:55
A71551,"-22,92457","-43,25312",1780399296000,33,217,1780399304000,1780399328000,2026-06-02 09:21:55
A71553,"-22,95035","-43,19196",1780399296000,36,409,1780399304000,1780399328000,2026-06-02 09:21:55
A71552,"-22,93057","-43,24247",1780399295000,0,217,1780399304000,1780399328000,2026-06-02 09:21:55
A71581,"-22,94798","-43,18155",1780399297000,52,100,1780399304000,1780399328000,2026-06-02 09:21:55
A71514,"-22,91622","-43,21224",1780399297000,25,409,1780399304000,1780399328000,2026-06-02 09:21:55
A71549,"-22,96064","-43,20778",1780399298000,22,409,1780399304000,1780399328000,2026-06-02 09:21:55
A71585,"-22,9838","-43,21244",1780399297000,28,539,1780399304000,1780399328000,2026-06-02 09:21:55
A71580,"-22,89937","-43,21178",1780399296000,0,133,1780399304000,1780399328000,2026-06-02 09:21:55
A71586,"-22,96639","-43,17923",1780399298000,0,539,1780399304000,1780399328000,2026-06-02 09:21:55
A71518,"-22,94007","-43,17553",1780399298000,34,409,1780399304000,1780399328000,2026-06-02 09:21:55
A71614,"-22,98614","-43,24522",1780399298000,0,539,1780399304000,1780399328000,2026-06-02 09:21:55
A71542,"-22,96611","-43,21922",1780399300000,18,LECD138,1780399304000,1780399328000,2026-06-02 09:21:55
A71522,"-22,92448","-43,23378",1780399299000,1,409,1780399304000,1780399328000,2026-06-02 09:21:55
A71630,"-22,98559","-43,19957",1780399300000,27,539,1780399304000,1780399328000,2026-06-02 09:21:55
A71525,"-22,96651","-43,23565",1780399302000,1,409,1780399304000,1780399328000,2026-06-02 09:21:55
A71532,"-22,97496","-43,1897",1780399302000,0,100,1780399304000,1780399328000,2026-06-02 09:21:55
A71614,"-22,98617","-43,24527",1780399301000,10,539,1780399304000,1780399328000,2026-06-02 09:21:55
A71524,"-22,9419","-43,17331",1780399302000,9,409,1780399304000,1780399328000,2026-06-02 09:21:55
A71562,"-22,92078","-43,2232",1780399303000,0,416,1780399304000,1780399328000,2026-06-02 09:21:55
A71503,"-22,96689","-43,23068",1780399303000,13,409,1780399304000,1780399328000,2026-06-02 09:21:55
A71572,"-22,89663","-43,20305",1780399301000,24,169,1780399304000,1780399328000,2026-06-02 09:21:55
A71523,"-22,90304","-43,18398",1780399294000,0,217,1780399304000,1780399328000,2026-06-02 09:21:55
A71546,"-22,90295","-43,19096",1780399294000,2,100,1780399304000,1780399328000,2026-06-02 09:21:55
A71564,"-22,912","-43,18787",1780399293000,8,409,1780399304000,1780399328000,2026-06-02 09:21:55
A71520,"-22,97824","-43,19293",1780399295000,32,100,1780399304000,1780399328000,2026-06-02 09:21:55
A71569,"-22,90471","-43,19295",1780399294000,23,100,1780399304000,1780399328000,2026-06-02 09:21:55
A71510,"-22,95337","-43,17645",1780399295000,0,100,1780399304000,1780399328000,2026-06-02 09:21:55
A71556,"-22,92369","-43,23395",1780399295000,9,416,1780399304000,1780399328000,2026-06-02 09:21:55
A71555,"-22,96672","-43,23176",1780399295000,6,409,1780399304000,1780399328000,2026-06-02 09:21:55
C50014,"-23,01394","-43,31426",1780399265000,20,302,1780399305000,1780399326000,2026-06-02 09:21:55
A50025,"-22,95801","-43,26434",1780399295000,22,302,1780399305000,1780399326000,2026-06-02 09:21:55
C50014,"-23,01421","-43,31251",1780399295000,21,302,1780399305000,1780399326000,2026-06-02 09:21:55
C50135,"-22,90513","-43,19204",1780399294000,2,319,1780399305000,1780399326000,2026-06-02 09:21:55
C50067,"-22,98512","-43,42986",1780399294000,45,810,1780399305000,1780399326000,2026-06-02 09:21:55
C50027,"-23,01178","-43,51349",1780399294000,23,810,1780399305000,1780399326000,2026-06-02 09:21:55
C50114,"-23,01113","-43,32713",1780399289000,8,302,1780399305000,1780399326000,2026-06-02 09:21:55
A50083,"-22,92368","-43,23209",1780399295000,0,603,1780399305000,1780399326000,2026-06-02 09:21:55
C50140,"-22,91116","-43,22476",1780399294000,3,435,1780399305000,1780399326000,2026-06-02 09:21:55
C50060,"-22,94161","-43,25242",1780399294000,0,220,1780399305000,1780399326000,2026-06-02 09:21:55
C50161,"-22,91229","-43,2098",1780399295000,37,301,1780399305000,1780399326000,2026-06-02 09:21:55
C50044,"-22,91264","-43,20513",1780399295000,29,220,1780399305000,1780399326000,2026-06-02 09:21:55
C50042,"-22,97629","-43,4942",1780399295000,29,SP810,1780399305000,1780399326000,2026-06-02 09:21:55
A50138,"-23,01326","-43,31649",1780399295000,48,302,1780399305000,1780399326000,2026-06-02 09:21:55
C50145,"-22,93387","-43,2425",1780399294000,11,301,1780399305000,1780399326000,2026-06-02 09:21:55
A72084,"-22,90554","-43,19073",1780399295000,0,LECD131,1780399305000,1780399306000,2026-06-02 09:21:55
A72010,"-23,00048","-43,36904",1780399296000,25,693,1780399305000,1780399306000,2026-06-02 09:21:55
A72105,"-22,91761","-43,19488",1780399286000,18,410,1780399305000,1780399306000,2026-06-02 09:21:55
A72111,"-22,95908","-43,20129",1780399296000,0,LECD131,1780399305000,1780399306000,2026-06-02 09:21:55
A72151,"-22,94519","-43,20459",1780399294000,10,507,1780399305000,1780399306000,2026-06-02 09:21:55
A72018,"-22,92747","-43,36683",1780399295000,20,691,1780399305000,1780399306000,2026-06-02 09:21:55
A72025,"-22,95411","-43,19716",1780399295000,11,410,1780399305000,1780399306000,2026-06-02 09:21:55
A72012,"-22,90218","-43,28029",1780399295000,20,691,1780399305000,1780399306000,2026-06-02 09:21:55
B32615,"-22,91035","-43,22188",1780399293000,0,665,1780399305000,1780399305000,2026-06-02 09:21:55
B32562,"-22,88151","-43,29393",1780399294000,22,457,1780399305000,1780399305000,2026-06-02 09:21:55
B32501,"-22,87318","-43,35752",1780399294000,22,780,1780399305000,1780399305000,2026-06-02 09:21:55
B32663,"-22,82611","-43,34874",1780399293000,0,687,1780399305000,1780399305000,2026-06-02 09:21:55
B32549,"-22,89966","-43,27879",1780399293000,12,457,1780399305000,1780399305000,2026-06-02 09:21:55
B32624,"-22,81091","-43,3195",1780399294000,9,342,1780399305000,1780399305000,2026-06-02 09:21:55
B32741,"-22,83361","-43,35832",1780399294000,0,399,1780399305000,1780399305000,2026-06-02 09:21:55
B32511,"-22,82085","-43,39933",1780399295000,16,779,1780399305000,1780399305000,2026-06-02 09:21:55
B32809,"-22,82746","-43,40014",1780399293000,44,780,1780399305000,1780399305000,2026-06-02 09:21:55
B58028,"-22,90096","-43,27699",1780399293000,11,623,1780399305000,1780399334000,2026-06-02 09:21:55
B58012,"-22,9052","-43,18294",1780399295000,0,313,1780399305000,1780399334000,2026-06-02 09:21:55
B58021,"-22,84699","-43,26678",1780399294000,15,625,1780399305000,1780399334000,2026-06-02 09:21:55
B58011,"-22,86335","-43,25692",1780399295000,0,621,1780399305000,1780399334000,2026-06-02 09:21:55
B58031,"-22,84621","-43,2868",1780399296000,0,621,1780399305000,1780399334000,2026-06-02 09:21:55
B58207,"-22,88105","-43,27204",1780399296000,30,621,1780399305000,1780399334000,2026-06-02 09:21:55
B58056,"-22,85853","-43,26748",1780399295000,5,628,1780399305000,1780399334000,2026-06-02 09:21:55
B58065,"-22,91676","-43,24099",1780399297000,0,623,1780399305000,1780399334000,2026-06-02 09:21:55
B58008,"-22,89836","-43,26355",1780399297000,0,623,1780399305000,1780399334000,2026-06-02 09:21:55
B58010,"-22,85766","-43,2674",1780399297000,0,623,1780399305000,1780399334000,2026-06-02 09:21:55
B58021,"-22,84706","-43,26683",1780399296000,18,625,1780399305000,1780399334000,2026-06-02 09:21:55
B58104,"-22,85169","-43,26398",1780399298000,0,625,1780399305000,1780399334000,2026-06-02 09:21:55
B58100,"-22,91724","-43,24363",1780399238000,16,623,1780399305000,1780399334000,2026-06-02 09:21:55
B58100,"-22,91713","-43,24311",1780399268000,0,623,1780399305000,1780399334000,2026-06-02 09:21:55
B58103,"-22,90163","-43,29059",1780399299000,0,679,1780399305000,1780399334000,2026-06-02 09:21:55
B58093,"-22,90333","-43,1858",1780399299000,0,312,1780399305000,1780399334000,2026-06-02 09:21:55
B58100,"-22,91712","-43,2429",1780399298000,0,623,1780399305000,1780399334000,2026-06-02 09:21:55
B58016,"-22,84064","-43,28109",1780399298000,0,621,1780399305000,1780399334000,2026-06-02 09:21:55
B58070,"-22,84701","-43,26746",1780399299000,29,628,1780399305000,1780399334000,2026-06-02 09:21:55
B32809,"-22,82746","-43,40014",1780399293000,44,780,1780399305000,1780399336000,2026-06-02 09:21:55
B32547,"-22,90038","-43,23296",1780399294000,14,296,1780399305000,1780399336000,2026-06-02 09:21:55
B32534,"-22,8612","-43,24812",1780399294000,9,SR342,1780399305000,1780399336000,2026-06-02 09:21:55
B32666,"-22,90668","-43,19685",1780399295000,37,298,1780399305000,1780399336000,2026-06-02 09:21:55
B32719,"-22,84541","-43,37824",1780399295000,24,SR399,1780399305000,1780399336000,2026-06-02 09:21:55
B32523,"-22,82589","-43,33772",1780399295000,27,665,1780399305000,1780399336000,2026-06-02 09:21:55
B32551,"-22,80671","-43,36444",1780399295000,1,LECD143,1780399305000,1780399336000,2026-06-02 09:21:55
B32644,"-22,88222","-43,28807",1780399292000,31,688,1780399305000,1780399336000,2026-06-02 09:21:55
B32575,"-22,87263","-43,31274",1780399295000,0,298,1780399305000,1780399336000,2026-06-02 09:21:55
B32610,"-22,87927","-43,32281",1780399295000,27,946,1780399305000,1780399336000,2026-06-02 09:21:55
B32529,"-22,95123","-43,18085",1780399295000,0,457,1780399305000,1780399336000,2026-06-02 09:21:55
B32602,"-22,87439","-43,29721",1780399295000,20,298,1780399305000,1780399336000,2026-06-02 09:21:55
B32753,"-22,81796","-43,39013",1780399296000,25,793,1780399305000,1780399336000,2026-06-02 09:21:55
B32761,"-22,83916","-43,35004",1780399297000,20,946,1780399305000,1780399336000,2026-06-02 09:21:55
B32545,"-22,80606","-43,36673",1780399296000,1,779,1780399305000,1780399336000,2026-06-02 09:21:55
B32656,"-22,83903","-43,37885",1780399295000,18,384,1780399305000,1780399336000,2026-06-02 09:21:55
B32538,"-22,91006","-43,20787",1780399291000,33,298,1780399306000,1780399336000,2026-06-02 09:21:55
B32600,"-22,81562","-43,30025",1780399299000,42,342,1780399306000,1780399336000,2026-06-02 09:21:55
B32790,"-22,8442","-43,39758",1780399298000,3,793,1780399306000,1780399336000,2026-06-02 09:21:55
B32805,"-22,91521","-43,17477",1780399298000,31,2305 - A,1780399306000,1780399336000,2026-06-02 09:21:55
B32843,"-22,81619","-43,38574",1780399298000,9,793,1780399306000,1780399336000,2026-06-02 09:21:55
