ordem,latitude,longitude,datahora,velocidade,linha,datahoraenvio,datahoraservidor,momento_extracao,data,hora,minuto,dia_semana,latencia_envio_s,latencia_servidor_s
C47483,-23.00069,-43.39184,2026-06-02 08:26:39-03:00,18,361,2026-06-02 08:26:47-03:00,2026-06-02 08:27:16-03:00,2026-06-02 09:21:55,2026-06-02,8,26,Tuesday,8.0,29.0
D13262,-22.95828,-43.35145,2026-06-02 08:22:49-03:00,21,862,2026-06-02 08:22:53-03:00,2026-06-02 08:23:09-03:00,2026-06-02 09:21:55,2026-06-02,8,22,Tuesday,4.0,16.0
B28703,-22.90198,-43.18183,2026-06-02 09:17:07-03:00,1,2343,2026-06-02 09:17:47-03:00,2026-06-02 09:17:56-03:00,2026-06-02 09:21:55,2026-06-02,9,17,Tuesday,40.0,9.0
B44597,-22.86117,-43.35542,2026-06-02 09:06:25-03:00,0,638,2026-06-02 09:06:31-03:00,2026-06-02 09:06:41-03:00,2026-06-02 09:21:55,2026-06-02,9,6,Tuesday,6.0,10.0
C47544,-22.87197,-43.24927,2026-06-02 09:01:34-03:00,17,348,2026-06-02 09:01:45-03:00,2026-06-02 09:02:13-03:00,2026-06-02 09:21:55,2026-06-02,9,1,Tuesday,11.0,28.0
D33166,-22.98126,-43.68565,2026-06-02 08:30:35-03:00,22,870,2026-06-02 08:30:47-03:00,2026-06-02 08:30:59-03:00,2026-06-02 09:21:55,2026-06-02,8,30,Tuesday,12.0,12.0
B71017,-22.91162,-43.1885,2026-06-02 08:57:43-03:00,28,238,2026-06-02 08:57:54-03:00,2026-06-02 08:58:23-03:00,2026-06-02 09:21:55,2026-06-02,8,57,Tuesday,11.0,29.0
C47566,-22.90111,-43.17798,2026-06-02 08:41:49-03:00,0,352,2026-06-02 08:41:59-03:00,2026-06-02 08:42:13-03:00,2026-06-02 09:21:55,2026-06-02,8,41,Tuesday,10.0,14.0
D33175,-22.87239,-43.51241,2026-06-02 09:02:06-03:00,37,731,2026-06-02 09:02:15-03:00,2026-06-02 09:02:27-03:00,2026-06-02 09:21:55,2026-06-02,9,2,Tuesday,9.0,12.0
D33058,-22.85425,-43.39582,2026-06-02 09:13:16-03:00,48,790,2026-06-02 09:13:21-03:00,2026-06-02 09:13:48-03:00,2026-06-02 09:21:55,2026-06-02,9,13,Tuesday,5.0,27.0
B27002,-22.85365,-43.34893,2026-06-02 08:36:45-03:00,0,639,2026-06-02 08:36:59-03:00,2026-06-02 08:37:08-03:00,2026-06-02 09:21:55,2026-06-02,8,36,Tuesday,14.0,9.0
C47518,-22.9805,-43.49091,2026-06-02 08:30:39-03:00,0,613,2026-06-02 08:30:51-03:00,2026-06-02 08:30:53-03:00,2026-06-02 09:21:55,2026-06-02,8,30,Tuesday,12.0,2.0
B27025,-22.83973,-43.2792,2026-06-02 08:56:12-03:00,1,905,2026-06-02 08:56:24-03:00,2026-06-02 08:56:36-03:00,2026-06-02 09:21:55,2026-06-02,8,56,Tuesday,12.0,12.0
D33252,-22.8628,-43.44163,2026-06-02 08:33:05-03:00,11,790,2026-06-02 08:33:18-03:00,2026-06-02 08:33:34-03:00,2026-06-02 09:21:55,2026-06-02,8,33,Tuesday,13.0,16.0
C44504,-22.87583,-43.33504,2026-06-02 08:22:41-03:00,0,721,2026-06-02 08:22:46-03:00,2026-06-02 08:23:01-03:00,2026-06-02 09:21:55,2026-06-02,8,22,Tuesday,5.0,15.0
D33406,-22.86136,-43.41024,2026-06-02 08:31:16-03:00,54,759,2026-06-02 08:31:21-03:00,2026-06-02 08:31:23-03:00,2026-06-02 09:21:55,2026-06-02,8,31,Tuesday,5.0,2.0
B58051,-22.87835,-43.2647,2026-06-02 08:29:23-03:00,0,623,2026-06-02 08:29:29-03:00,2026-06-02 08:29:54-03:00,2026-06-02 09:21:55,2026-06-02,8,29,Tuesday,6.0,25.0
B71004,-22.91097,-43.21215,2026-06-02 08:23:56-03:00,29,247,2026-06-02 08:24:02-03:00,2026-06-02 08:24:09-03:00,2026-06-02 09:21:55,2026-06-02,8,23,Tuesday,6.0,7.0
A48092,-22.90385,-43.18342,2026-06-02 08:55:16-03:00,0,415,2026-06-02 08:55:31-03:00,2026-06-02 08:55:38-03:00,2026-06-02 09:21:55,2026-06-02,8,55,Tuesday,15.0,7.0
B11592,-22.90647,-43.19501,2026-06-02 08:46:10-03:00,0,363,2026-06-02 08:46:14-03:00,2026-06-02 08:46:31-03:00,2026-06-02 09:21:55,2026-06-02,8,46,Tuesday,4.0,17.0
B11568,-22.88556,-43.2352,2026-06-02 09:13:17-03:00,1,665,2026-06-02 09:13:20-03:00,2026-06-02 09:13:37-03:00,2026-06-02 09:21:55,2026-06-02,9,13,Tuesday,3.0,17.0
D86163,-22.90983,-43.56465,2026-06-02 08:59:34-03:00,25,838,2026-06-02 08:59:44-03:00,2026-06-02 08:59:45-03:00,2026-06-02 09:21:55,2026-06-02,8,59,Tuesday,10.0,1.0
D53605,-22.92202,-43.67981,2026-06-02 08:48:31-03:00,24,SP759,2026-06-02 08:48:37-03:00,2026-06-02 08:48:45-03:00,2026-06-02 09:21:55,2026-06-02,8,48,Tuesday,6.0,8.0
D86013,-22.88345,-43.49176,2026-06-02 09:08:43-03:00,3,SP864,2026-06-02 09:08:45-03:00,2026-06-02 09:09:03-03:00,2026-06-02 09:21:55,2026-06-02,9,8,Tuesday,2.0,18.0
D12139,-23.00153,-43.4185,2026-06-02 08:37:44-03:00,4,2335,2026-06-02 08:37:45-03:00,2026-06-02 08:38:21-03:00,2026-06-02 09:21:55,2026-06-02,8,37,Tuesday,1.0,36.0
C47621,-22.9847,-43.21571,2026-06-02 09:11:08-03:00,0,554,2026-06-02 09:11:15-03:00,2026-06-02 09:11:29-03:00,2026-06-02 09:21:55,2026-06-02,9,11,Tuesday,7.0,14.0
D17513,-22.88485,-43.55702,2026-06-02 08:48:15-03:00,12,2336,2026-06-02 08:48:16-03:00,2026-06-02 08:48:27-03:00,2026-06-02 09:21:55,2026-06-02,8,48,Tuesday,1.0,11.0
D13105,-22.88493,-43.44287,2026-06-02 08:57:26-03:00,25,801,2026-06-02 08:57:32-03:00,2026-06-02 08:57:37-03:00,2026-06-02 09:21:55,2026-06-02,8,57,Tuesday,6.0,5.0
B51501,-22.9052,-43.20815,2026-06-02 08:28:41-03:00,37,624,2026-06-02 08:28:43-03:00,2026-06-02 08:29:01-03:00,2026-06-02 09:21:55,2026-06-02,8,28,Tuesday,2.0,18.0
C50144,-23.00155,-43.36565,2026-06-02 09:19:08-03:00,21,301,2026-06-02 09:19:21-03:00,2026-06-02 09:19:27-03:00,2026-06-02 09:21:55,2026-06-02,9,19,Tuesday,13.0,6.0
B28536,-22.86052,-43.24809,2026-06-02 08:32:38-03:00,15,696,2026-06-02 08:32:44-03:00,2026-06-02 08:32:55-03:00,2026-06-02 09:21:55,2026-06-02,8,32,Tuesday,6.0,11.0
C47506,-22.99602,-43.25602,2026-06-02 09:17:41-03:00,0,554,2026-06-02 09:17:47-03:00,2026-06-02 09:18:10-03:00,2026-06-02 09:21:55,2026-06-02,9,17,Tuesday,6.0,23.0
B32787,-22.90806,-43.17639,2026-06-02 09:21:05-03:00,5,296,2026-06-02 09:21:17-03:00,2026-06-02 09:21:35-03:00,2026-06-02 09:21:55,2026-06-02,9,21,Tuesday,12.0,18.0
B58011,-22.90619,-43.24303,2026-06-02 08:59:57-03:00,20,621,2026-06-02 09:00:03-03:00,2026-06-02 09:00:33-03:00,2026-06-02 09:21:55,2026-06-02,8,59,Tuesday,6.0,30.0
C47756,-23.00173,-43.27458,2026-06-02 09:13:02-03:00,45,554,2026-06-02 09:13:12-03:00,2026-06-02 09:13:33-03:00,2026-06-02 09:21:55,2026-06-02,9,13,Tuesday,10.0,21.0
B32552,-22.88879,-43.27797,2026-06-02 08:38:04-03:00,5,687,2026-06-02 08:38:09-03:00,2026-06-02 08:38:37-03:00,2026-06-02 09:21:55,2026-06-02,8,38,Tuesday,5.0,28.0
A48079,-22.97361,-43.19121,2026-06-02 08:47:14-03:00,20,169,2026-06-02 08:47:28-03:00,2026-06-02 08:47:58-03:00,2026-06-02 09:21:55,2026-06-02,8,47,Tuesday,14.0,30.0
A29078,-22.90049,-43.20923,2026-06-02 08:48:50-03:00,20,472,2026-06-02 08:49:00-03:00,2026-06-02 08:49:18-03:00,2026-06-02 09:21:55,2026-06-02,8,48,Tuesday,10.0,18.0
B11518,-22.87772,-43.32697,2026-06-02 09:03:31-03:00,14,778,2026-06-02 09:03:36-03:00,2026-06-02 09:03:53-03:00,2026-06-02 09:21:55,2026-06-02,9,3,Tuesday,5.0,17.0
B27101,-22.88553,-43.22617,2026-06-02 08:44:15-03:00,0,355,2026-06-02 08:44:25-03:00,2026-06-02 08:44:48-03:00,2026-06-02 09:21:55,2026-06-02,8,44,Tuesday,10.0,23.0
C47480,-22.92142,-43.33012,2026-06-02 09:17:44-03:00,44,361,2026-06-02 09:17:56-03:00,2026-06-02 09:18:10-03:00,2026-06-02 09:21:55,2026-06-02,9,17,Tuesday,12.0,14.0
B32774,-22.81446,-43.187,2026-06-02 08:55:51-03:00,0,TREINO,2026-06-02 08:56:01-03:00,2026-06-02 08:56:13-03:00,2026-06-02 09:21:55,2026-06-02,8,55,Tuesday,10.0,12.0
B58008,-22.91527,-43.23251,2026-06-02 08:54:54-03:00,0,623,2026-06-02 08:54:58-03:00,2026-06-02 08:55:26-03:00,2026-06-02 09:21:55,2026-06-02,8,54,Tuesday,4.0,28.0
D13334,-22.99841,-43.31667,2026-06-02 08:55:42-03:00,49,862,2026-06-02 08:55:45-03:00,2026-06-02 08:56:05-03:00,2026-06-02 09:21:55,2026-06-02,8,55,Tuesday,3.0,20.0
B58070,-22.87025,-43.26829,2026-06-02 08:55:00-03:00,10,628,2026-06-02 08:55:08-03:00,2026-06-02 08:55:26-03:00,2026-06-02 09:21:55,2026-06-02,8,55,Tuesday,8.0,18.0
D33175,-22.86855,-43.48212,2026-06-02 09:15:48-03:00,20,731,2026-06-02 09:15:52-03:00,2026-06-02 09:15:53-03:00,2026-06-02 09:21:55,2026-06-02,9,15,Tuesday,4.0,1.0
D86307,-22.97011,-43.69148,2026-06-02 09:00:09-03:00,0,884,2026-06-02 09:00:17-03:00,2026-06-02 09:00:47-03:00,2026-06-02 09:21:55,2026-06-02,9,0,Tuesday,8.0,30.0
D86350,-22.87985,-43.478,2026-06-02 09:16:14-03:00,48,864,2026-06-02 09:16:23-03:00,2026-06-02 09:16:46-03:00,2026-06-02 09:21:55,2026-06-02,9,16,Tuesday,9.0,23.0
SOS ONIBUS,-22.8974,-43.24265,2026-06-02 08:41:22-03:00,0,1 GAR,2026-06-02 08:41:27-03:00,2026-06-02 08:41:41-03:00,2026-06-02 09:21:55,2026-06-02,8,41,Tuesday,5.0,14.0
B71065,-22.90131,-43.18045,2026-06-02 08:22:04-03:00,0,455,2026-06-02 08:22:09-03:00,2026-06-02 08:22:37-03:00,2026-06-02 09:21:55,2026-06-02,8,22,Tuesday,5.0,28.0
A63507,-22.92524,-43.17271,2026-06-02 08:26:57-03:00,27,167,2026-06-02 08:27:05-03:00,2026-06-02 08:27:07-03:00,2026-06-02 09:21:55,2026-06-02,8,26,Tuesday,8.0,2.0
B11590,-22.88773,-43.23254,2026-06-02 08:24:35-03:00,27,LECD147,2026-06-02 08:24:37-03:00,2026-06-02 08:25:04-03:00,2026-06-02 09:21:55,2026-06-02,8,24,Tuesday,2.0,27.0
A63525,-22.89899,-43.21147,2026-06-02 09:02:28-03:00,0,104,2026-06-02 09:02:32-03:00,2026-06-02 09:02:52-03:00,2026-06-02 09:21:55,2026-06-02,9,2,Tuesday,4.0,20.0
D86261,-22.88467,-43.39968,2026-06-02 09:00:05-03:00,0,864,2026-06-02 09:00:16-03:00,2026-06-02 09:00:46-03:00,2026-06-02 09:21:55,2026-06-02,9,0,Tuesday,11.0,30.0
B58037,-22.89964,-43.2181,2026-06-02 09:14:02-03:00,34,312,2026-06-02 09:14:06-03:00,2026-06-02 09:14:21-03:00,2026-06-02 09:21:55,2026-06-02,9,14,Tuesday,4.0,15.0
C47461,-23.00282,-43.32419,2026-06-02 09:10:30-03:00,0,SV319,2026-06-02 09:10:36-03:00,2026-06-02 09:10:58-03:00,2026-06-02 09:21:55,2026-06-02,9,10,Tuesday,6.0,22.0
D86136,-22.87845,-43.42965,2026-06-02 09:08:08-03:00,1,SP918,2026-06-02 09:08:14-03:00,2026-06-02 09:08:31-03:00,2026-06-02 09:21:55,2026-06-02,9,8,Tuesday,6.0,17.0
D86749,-22.89576,-43.21495,2026-06-02 08:31:00-03:00,25,2381,2026-06-02 08:31:10-03:00,2026-06-02 08:31:23-03:00,2026-06-02 09:21:55,2026-06-02,8,31,Tuesday,10.0,13.0
C30046,-22.98663,-43.20467,2026-06-02 09:01:15-03:00,15,557,2026-06-02 09:01:23-03:00,2026-06-02 09:01:43-03:00,2026-06-02 09:21:55,2026-06-02,9,1,Tuesday,8.0,20.0
B31081,-22.87836,-43.24113,2026-06-02 08:45:23-03:00,0,SPA483,2026-06-02 08:45:29-03:00,2026-06-02 08:45:36-03:00,2026-06-02 09:21:55,2026-06-02,8,45,Tuesday,6.0,7.0
B63048,-22.90983,-43.17195,2026-06-02 09:11:57-03:00,0,107,2026-06-02 09:12:04-03:00,2026-06-02 09:12:05-03:00,2026-06-02 09:21:55,2026-06-02,9,11,Tuesday,7.0,1.0
B31102,-22.8621,-43.25684,2026-06-02 08:42:04-03:00,20,497,2026-06-02 08:42:11-03:00,2026-06-02 08:42:32-03:00,2026-06-02 09:21:55,2026-06-02,8,42,Tuesday,7.0,21.0
D86227,-22.85268,-43.3844,2026-06-02 09:01:48-03:00,0,SV853,2026-06-02 09:01:51-03:00,2026-06-02 09:02:20-03:00,2026-06-02 09:21:55,2026-06-02,9,1,Tuesday,3.0,29.0
D86020,-23.06666,-43.56796,2026-06-02 09:17:46-03:00,0,867,2026-06-02 09:17:49-03:00,2026-06-02 09:18:18-03:00,2026-06-02 09:21:55,2026-06-02,9,17,Tuesday,3.0,29.0
C47810,-22.99997,-43.36906,2026-06-02 08:29:43-03:00,23,SV319,2026-06-02 08:29:48-03:00,2026-06-02 08:30:21-03:00,2026-06-02 09:21:55,2026-06-02,8,29,Tuesday,5.0,33.0
D13272,-22.89082,-43.29759,2026-06-02 08:46:17-03:00,46,348,2026-06-02 08:46:26-03:00,2026-06-02 08:46:49-03:00,2026-06-02 09:21:55,2026-06-02,8,46,Tuesday,9.0,23.0
C50067,-22.9426,-43.37225,2026-06-02 08:42:14-03:00,40,810,2026-06-02 08:42:24-03:00,2026-06-02 08:42:34-03:00,2026-06-02 09:21:55,2026-06-02,8,42,Tuesday,10.0,10.0
A48024,-22.94745,-43.18254,2026-06-02 08:40:31-03:00,0,426,2026-06-02 08:40:41-03:00,2026-06-02 08:40:48-03:00,2026-06-02 09:21:55,2026-06-02,8,40,Tuesday,10.0,7.0
D13202,-22.92146,-43.37399,2026-06-02 09:08:39-03:00,2,801,2026-06-02 09:09:50-03:00,2026-06-02 09:09:57-03:00,2026-06-02 09:21:55,2026-06-02,9,8,Tuesday,71.0,7.0
A29050,-22.96334,-43.16639,2026-06-02 08:38:46-03:00,0,472,2026-06-02 08:38:51-03:00,2026-06-02 08:39:06-03:00,2026-06-02 09:21:55,2026-06-02,8,38,Tuesday,5.0,15.0
C30132,-22.92877,-43.36434,2026-06-02 09:14:18-03:00,24,610,2026-06-02 09:14:27-03:00,2026-06-02 09:14:36-03:00,2026-06-02 09:21:55,2026-06-02,9,14,Tuesday,9.0,9.0
D33279,-22.90161,-43.55294,2026-06-02 08:49:17-03:00,14,397,2026-06-02 08:49:18-03:00,2026-06-02 08:49:47-03:00,2026-06-02 09:21:55,2026-06-02,8,49,Tuesday,1.0,29.0
D86136,-22.88623,-43.47808,2026-06-02 08:42:58-03:00,1,SP918,2026-06-02 08:43:07-03:00,2026-06-02 08:43:15-03:00,2026-06-02 09:21:55,2026-06-02,8,42,Tuesday,9.0,8.0
C47480,-22.90736,-43.31356,2026-06-02 09:18:02-03:00,55,361,2026-06-02 09:18:08-03:00,2026-06-02 09:18:40-03:00,2026-06-02 09:21:55,2026-06-02,9,18,Tuesday,6.0,32.0
B11635,-22.8958,-43.29943,2026-06-02 08:44:03-03:00,48,363,2026-06-02 08:44:07-03:00,2026-06-02 08:44:28-03:00,2026-06-02 09:21:55,2026-06-02,8,44,Tuesday,4.0,21.0
B63048,-22.94082,-43.17193,2026-06-02 08:59:37-03:00,37,107,2026-06-02 08:59:43-03:00,2026-06-02 08:59:48-03:00,2026-06-02 09:21:55,2026-06-02,8,59,Tuesday,6.0,5.0
A50097,-23.00862,-43.29856,2026-06-02 08:51:45-03:00,0,302,2026-06-02 08:51:54-03:00,2026-06-02 08:52:17-03:00,2026-06-02 09:21:55,2026-06-02,8,51,Tuesday,9.0,23.0
C47525,-22.91233,-43.23432,2026-06-02 09:00:12-03:00,29,306,2026-06-02 09:00:19-03:00,2026-06-02 09:00:41-03:00,2026-06-02 09:21:55,2026-06-02,9,0,Tuesday,7.0,22.0
D33348,-22.87637,-43.42919,2026-06-02 08:34:34-03:00,48,746,2026-06-02 08:34:41-03:00,2026-06-02 08:35:07-03:00,2026-06-02 09:21:55,2026-06-02,8,34,Tuesday,7.0,26.0
D13163,-23.00401,-43.30463,2026-06-02 08:32:16-03:00,0,878,2026-06-02 08:32:28-03:00,2026-06-02 08:32:56-03:00,2026-06-02 09:21:55,2026-06-02,8,32,Tuesday,12.0,28.0
A48001,-22.8995,-43.21129,2026-06-02 08:42:45-03:00,0,169,2026-06-02 08:42:56-03:00,2026-06-02 08:43:21-03:00,2026-06-02 09:21:55,2026-06-02,8,42,Tuesday,11.0,25.0
B28516,-22.89204,-43.21463,2026-06-02 09:06:54-03:00,0,324,2026-06-02 09:10:12-03:00,2026-06-02 09:10:16-03:00,2026-06-02 09:21:55,2026-06-02,9,6,Tuesday,198.0,4.0
D86009,-22.90047,-43.55044,2026-06-02 09:10:21-03:00,31,SP864,2026-06-02 09:10:31-03:00,2026-06-02 09:10:35-03:00,2026-06-02 09:21:55,2026-06-02,9,10,Tuesday,10.0,4.0
B32554,-22.88267,-43.28878,2026-06-02 08:43:00-03:00,33,627,2026-06-02 08:43:12-03:00,2026-06-02 08:43:13-03:00,2026-06-02 09:21:55,2026-06-02,8,43,Tuesday,12.0,1.0
C30219,-22.93726,-43.37035,2026-06-02 08:25:08-03:00,0,900,2026-06-02 08:25:21-03:00,2026-06-02 08:25:44-03:00,2026-06-02 09:21:55,2026-06-02,8,25,Tuesday,13.0,23.0
D13026,-22.88868,-43.34666,2026-06-02 09:03:13-03:00,0,801,2026-06-02 09:03:18-03:00,2026-06-02 09:03:46-03:00,2026-06-02 09:21:55,2026-06-02,9,3,Tuesday,5.0,28.0
D33153,-22.87842,-43.44915,2026-06-02 09:02:34-03:00,0,746,2026-06-02 09:02:38-03:00,2026-06-02 09:02:57-03:00,2026-06-02 09:21:55,2026-06-02,9,2,Tuesday,4.0,19.0
D12119,-22.99976,-43.35248,2026-06-02 09:09:55-03:00,50,2335,2026-06-02 09:09:57-03:00,2026-06-02 09:10:32-03:00,2026-06-02 09:21:55,2026-06-02,9,9,Tuesday,2.0,35.0
D13235,-22.8719,-43.24636,2026-06-02 08:28:12-03:00,19,338,2026-06-02 08:28:22-03:00,2026-06-02 08:28:48-03:00,2026-06-02 09:21:55,2026-06-02,8,28,Tuesday,10.0,26.0
B25519,-22.91026,-43.20761,2026-06-02 09:20:20-03:00,46,232,2026-06-02 09:20:33-03:00,2026-06-02 09:20:42-03:00,2026-06-02 09:21:55,2026-06-02,9,20,Tuesday,13.0,9.0
B32824,-22.82036,-43.31947,2026-06-02 09:11:48-03:00,22,665,2026-06-02 09:11:53-03:00,2026-06-02 09:12:21-03:00,2026-06-02 09:21:55,2026-06-02,9,11,Tuesday,5.0,28.0
C50176,-22.99846,-43.30487,2026-06-02 09:05:52-03:00,46,302,2026-06-02 09:05:59-03:00,2026-06-02 09:06:07-03:00,2026-06-02 09:21:55,2026-06-02,9,5,Tuesday,7.0,8.0
B71005,-22.93003,-43.18645,2026-06-02 08:43:50-03:00,54,457,2026-06-02 08:43:56-03:00,2026-06-02 08:44:05-03:00,2026-06-02 09:21:55,2026-06-02,8,43,Tuesday,6.0,9.0
B11611,-22.87842,-43.35868,2026-06-02 08:45:07-03:00,0,363,2026-06-02 08:45:09-03:00,2026-06-02 08:45:29-03:00,2026-06-02 09:21:55,2026-06-02,8,45,Tuesday,2.0,20.0
B11579,-22.87527,-43.33945,2026-06-02 09:08:42-03:00,14,908,2026-06-02 09:08:49-03:00,2026-06-02 09:09:00-03:00,2026-06-02 09:21:55,2026-06-02,9,8,Tuesday,7.0,11.0
B11614,-22.88058,-43.36329,2026-06-02 08:48:17-03:00,35,SV363,2026-06-02 08:48:18-03:00,2026-06-02 08:48:33-03:00,2026-06-02 09:21:55,2026-06-02,8,48,Tuesday,1.0,15.0
D33405,-22.9266,-43.67871,2026-06-02 09:07:24-03:00,0,SP759,2026-06-02 09:07:26-03:00,2026-06-02 09:07:39-03:00,2026-06-02 09:21:55,2026-06-02,9,7,Tuesday,2.0,13.0
D86111,-22.90163,-43.55613,2026-06-02 08:52:08-03:00,22,802,2026-06-02 08:52:18-03:00,2026-06-02 08:52:32-03:00,2026-06-02 09:21:55,2026-06-02,8,52,Tuesday,10.0,14.0
A72101,-22.92491,-43.20812,2026-06-02 08:43:21-03:00,0,410,2026-06-02 08:44:14-03:00,2026-06-02 08:44:44-03:00,2026-06-02 09:21:55,2026-06-02,8,43,Tuesday,53.0,30.0
D33169,-22.83269,-43.34236,2026-06-02 08:43:34-03:00,0,757,2026-06-02 08:43:40-03:00,2026-06-02 08:43:54-03:00,2026-06-02 09:21:55,2026-06-02,8,43,Tuesday,6.0,14.0
D33282,-22.84142,-43.37169,2026-06-02 08:52:10-03:00,19,926,2026-06-02 08:52:23-03:00,2026-06-02 08:52:41-03:00,2026-06-02 09:21:55,2026-06-02,8,52,Tuesday,13.0,18.0
C50102,-22.97036,-43.22274,2026-06-02 08:42:37-03:00,47,319,2026-06-02 08:42:44-03:00,2026-06-02 08:43:05-03:00,2026-06-02 09:21:55,2026-06-02,8,42,Tuesday,7.0,21.0
C47689,-22.99272,-43.25348,2026-06-02 08:55:36-03:00,17,553,2026-06-02 08:55:45-03:00,2026-06-02 08:56:04-03:00,2026-06-02 09:21:55,2026-06-02,8,55,Tuesday,9.0,19.0
D33349,-22.91227,-43.23418,2026-06-02 08:50:32-03:00,26,383,2026-06-02 08:50:43-03:00,2026-06-02 08:51:08-03:00,2026-06-02 09:21:55,2026-06-02,8,50,Tuesday,11.0,25.0
A71533,-22.90241,-43.17894,2026-06-02 08:55:58-03:00,8,100,2026-06-02 08:56:03-03:00,2026-06-02 08:56:22-03:00,2026-06-02 09:21:55,2026-06-02,8,55,Tuesday,5.0,19.0
C27112,-22.82677,-43.29561,2026-06-02 08:45:27-03:00,0,905,2026-06-02 08:45:32-03:00,2026-06-02 08:45:49-03:00,2026-06-02 09:21:55,2026-06-02,8,45,Tuesday,5.0,17.0
B28714,-22.85178,-43.24772,2026-06-02 09:00:17-03:00,0,2343,2026-06-02 09:00:28-03:00,2026-06-02 09:00:32-03:00,2026-06-02 09:21:55,2026-06-02,9,0,Tuesday,11.0,4.0
A48021,-22.94651,-43.25709,2026-06-02 09:09:31-03:00,14,426,2026-06-02 09:09:49-03:00,2026-06-02 09:09:58-03:00,2026-06-02 09:21:55,2026-06-02,9,9,Tuesday,18.0,9.0
D13263,-22.89493,-43.34983,2026-06-02 09:16:56-03:00,20,636,2026-06-02 09:17:04-03:00,2026-06-02 09:17:09-03:00,2026-06-02 09:21:55,2026-06-02,9,16,Tuesday,8.0,5.0
D53522,-22.86053,-43.52493,2026-06-02 08:47:29-03:00,68,388,2026-06-02 08:47:35-03:00,2026-06-02 08:47:44-03:00,2026-06-02 09:21:55,2026-06-02,8,47,Tuesday,6.0,9.0
B71022,-22.91236,-43.18587,2026-06-02 08:45:27-03:00,31,238,2026-06-02 08:45:39-03:00,2026-06-02 08:46:07-03:00,2026-06-02 09:21:55,2026-06-02,8,45,Tuesday,12.0,28.0
B44592,-22.83989,-43.29941,2026-06-02 09:19:19-03:00,0,721,2026-06-02 09:19:27-03:00,2026-06-02 09:19:35-03:00,2026-06-02 09:21:55,2026-06-02,9,19,Tuesday,8.0,8.0
C47578,-22.95292,-43.38702,2026-06-02 09:09:47-03:00,11,390,2026-06-02 09:09:51-03:00,2026-06-02 09:09:57-03:00,2026-06-02 09:21:55,2026-06-02,9,9,Tuesday,4.0,6.0
B11543,-22.8301,-43.34811,2026-06-02 08:52:04-03:00,53,SR378,2026-06-02 08:52:07-03:00,2026-06-02 08:52:08-03:00,2026-06-02 09:21:55,2026-06-02,8,52,Tuesday,3.0,1.0
B58103,-22.88283,-43.25913,2026-06-02 08:58:09-03:00,18,679,2026-06-02 08:58:17-03:00,2026-06-02 08:58:30-03:00,2026-06-02 09:21:55,2026-06-02,8,58,Tuesday,8.0,13.0
C47865,-22.88673,-43.28792,2026-06-02 09:05:49-03:00,0,692,2026-06-02 09:05:57-03:00,2026-06-02 09:06:20-03:00,2026-06-02 09:21:55,2026-06-02,9,5,Tuesday,8.0,23.0
C47510,-22.97347,-43.18595,2026-06-02 09:05:29-03:00,0,554,2026-06-02 09:05:36-03:00,2026-06-02 09:05:49-03:00,2026-06-02 09:21:55,2026-06-02,9,5,Tuesday,7.0,13.0
A71590,-22.93478,-43.1913,2026-06-02 08:38:45-03:00,15,133,2026-06-02 08:38:49-03:00,2026-06-02 08:38:59-03:00,2026-06-02 09:21:55,2026-06-02,8,38,Tuesday,4.0,10.0
D13121,-22.93203,-43.38733,2026-06-02 09:03:04-03:00,30,861,2026-06-02 09:03:27-03:00,2026-06-02 09:03:46-03:00,2026-06-02 09:21:55,2026-06-02,9,3,Tuesday,23.0,19.0
B28580,-22.86146,-43.24812,2026-06-02 08:22:24-03:00,12,324,2026-06-02 08:22:33-03:00,2026-06-02 08:22:42-03:00,2026-06-02 09:21:55,2026-06-02,8,22,Tuesday,9.0,9.0
A29186,-22.96178,-43.16615,2026-06-02 09:06:59-03:00,1,LECD136,2026-06-02 09:07:07-03:00,2026-06-02 09:07:11-03:00,2026-06-02 09:21:55,2026-06-02,9,6,Tuesday,8.0,4.0
D33273,-22.84754,-43.38117,2026-06-02 08:59:53-03:00,43,SR397,2026-06-02 08:59:57-03:00,2026-06-02 09:00:00-03:00,2026-06-02 09:21:55,2026-06-02,8,59,Tuesday,4.0,3.0
A71538,-22.89949,-43.21171,2026-06-02 09:01:18-03:00,0,133,2026-06-02 09:01:23-03:00,2026-06-02 09:01:28-03:00,2026-06-02 09:21:55,2026-06-02,9,1,Tuesday,5.0,5.0
D13122,-22.88436,-43.34292,2026-06-02 09:11:46-03:00,40,636,2026-06-02 09:11:57-03:00,2026-06-02 09:12:31-03:00,2026-06-02 09:21:55,2026-06-02,9,11,Tuesday,11.0,34.0
C30346,-23.004,-43.30463,2026-06-02 08:40:18-03:00,15,SPB550,2026-06-02 08:40:25-03:00,2026-06-02 08:40:41-03:00,2026-06-02 09:21:55,2026-06-02,8,40,Tuesday,7.0,16.0
B25591,-22.90354,-43.27914,2026-06-02 08:38:11-03:00,27,606,2026-06-02 08:38:53-03:00,2026-06-02 08:39:06-03:00,2026-06-02 09:21:55,2026-06-02,8,38,Tuesday,42.0,13.0
D13119,-22.89685,-43.28774,2026-06-02 09:20:00-03:00,37,636,2026-06-02 09:20:05-03:00,2026-06-02 09:20:14-03:00,2026-06-02 09:21:55,2026-06-02,9,20,Tuesday,5.0,9.0
