timestamp,onibus_ativos,linhas_ativas,vel_media,vel_mediana,pct_parados
2026-06-02 14:49:07.279688,3836,370,15.846045876714191,13.0,28.841601810890904
2026-06-02 14:54:01.641687,3836,370,15.846045876714191,13.0,28.841601810890904
